Name,Gender,Rating Value,Rating Count,Main Accords,Perfumers,
Colonia Mirra Acqua di Parmafor men,for men,4.14,490,"['amber', 'warm spicy', 'fresh spicy', 'balsamic', 'citrus', 'patchouli', 'sweet', 'white floral']",['Joelle Lerioux Patris'],https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Mirra-44015.html
Colonia Oud Acqua di Parmafor men,for men,4.22,949,"['woody', 'citrus', 'oud', 'leather', 'aromatic', 'fresh spicy', 'animalic', 'powdery', 'balsamic', 'smoky']",['François Demachy'],https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Oud-39468.html
Colonia Quercia Acqua di Parmafor men,for men,4.07,529,"['citrus', 'aromatic', 'woody', 'fresh spicy', 'warm spicy', 'mossy', 'earthy', 'rose', 'herbal', 'patchouli']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Quercia-38674.html
Colonia Sandalo Concentrée Acqua di Parmafor men,for men,4.25,384,"['citrus', 'aromatic', 'woody', 'warm spicy', 'lavender', 'powdery', 'fresh spicy', 'amber', 'sweet', 'vanilla']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Sandalo-Concentree-38166.html
Colonia Vaniglia Acqua di Parmafor men,for men,4.06,103,"['vanilla', 'citrus', 'musky', 'powdery', 'white floral', 'sweet', 'fresh spicy', 'floral']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Vaniglia-50214.html
Magnolia Nobile Hair Mist Acqua di Parmafor women,for women,3.9,20,"['citrus', 'floral', 'aromatic', 'woody']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Magnolia-Nobile-Hair-Mist-53649.html
Peonia Nobile Hair Mist Acqua di Parmafor women,for women,3.57,14,"['floral', 'rose', 'fresh spicy', 'warm spicy', 'amber', 'fruity', 'musky', 'patchouli', 'aromatic', 'fresh']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Peonia-Nobile-Hair-Mist-53651.html
Rosa Nobile Hair Mist Acqua di Parmafor women,for women,4.05,20,"['rose', 'floral', 'citrus', 'fresh', 'powdery', 'fresh spicy', 'woody', 'white floral', 'violet', 'musky']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Rosa-Nobile-Hair-Mist-53650.html
Note di Colonia I Acqua di Parmafor women and men,for women and men,4.11,88,"['citrus', 'woody', 'violet', 'fresh spicy', 'powdery', 'floral', 'aromatic', 'lavender', 'rose', 'patchouli']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Note-di-Colonia-I-39624.html
Note di Colonia II Acqua di Parmafor women and men,for women and men,4.36,105,"['woody', 'aromatic', 'citrus', 'fresh spicy', 'green', 'warm spicy', 'powdery', 'musky', 'earthy', 'herbal']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Note-di-Colonia-II-39625.html
Note di Colonia III Acqua di Parmafor women and men,for women and men,4.45,173,"['amber', 'warm spicy', 'aromatic', 'woody', 'citrus', 'balsamic', 'sweet']",['Nicolas Bonneville'],https://www.fragrantica.com/perfume/Acqua-di-Parma/Note-di-Colonia-III-39626.html
Note di Colonia IV Acqua di Parmafor women and men,for women and men,4.38,128,"['amber', 'citrus', 'sweet', 'balsamic', 'white floral', 'rose', 'woody', 'patchouli']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Note-di-Colonia-IV-46376.html
Note Di Colonia V Acqua di Parmafor women and men,for women and men,4.16,68,"['citrus', 'woody', 'aromatic', 'fresh spicy', 'warm spicy', 'fresh', 'powdery']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Note-Di-Colonia-V-58955.html
Ambra Eau de Parfum Acqua di Parmafor women and men,for women and men,3.89,198,"['woody', 'amber', 'citrus', 'powdery', 'animalic', 'musky', 'balsamic', 'earthy', 'warm spicy']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Ambra-Eau-de-Parfum-56000.html
Camelia Eau de Parfum Acqua di Parmafor women and men,for women and men,3.83,151,"['citrus', 'floral', 'powdery', 'musky', 'soft spicy', 'aromatic', 'warm spicy', 'white floral', 'fresh spicy', 'lactonic']",['Joelle Lerioux Patris'],https://www.fragrantica.com/perfume/Acqua-di-Parma/Camelia-Eau-de-Parfum-56005.html
Crystal Incense Acqua di Parmafor women and men,for women and men,4.67,15,"['warm spicy', 'woody', 'amber', 'fresh spicy', 'patchouli', 'citrus', 'aromatic', 'balsamic']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Crystal-Incense-92117.html
Leather Eau de Parfum Acqua di Parmafor women and men,for women and men,4.04,595,"['leather', 'woody', 'citrus', 'animalic', 'fruity', 'smoky', 'rose', 'sweet', 'aromatic']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Leather-Eau-de-Parfum-55999.html
Lily of the Valley Acqua di Parmafor women and men,for women and men,3.52,189,"['white floral', 'floral', 'citrus', 'fresh spicy', 'fresh', 'aromatic', 'green', 'fruity', 'woody']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Lily-of-the-Valley-68638.html
Magnolia Infinita Acqua di Parmafor women,for women,3.82,147,"['citrus', 'floral', 'white floral', 'yellow floral', 'musky', 'sweet', 'woody']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Magnolia-Infinita-75188.html
Osmanthus Eau de Parfum Acqua di Parmafor women and men,for women and men,3.85,555,"['floral', 'fruity', 'citrus', 'fresh', 'soft spicy']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Osmanthus-Eau-de-Parfum-56006.html
Oud & Spice Acqua di Parmafor men,for men,3.86,476,"['warm spicy', 'oud', 'rose', 'sweet', 'fruity', 'amber', 'soft spicy', 'cinnamon', 'woody', 'patchouli']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Oud-Spice-68516.html
Oud and Zagara Acqua di Parmafor women and men,for women and men,4,4,"['citrus', 'white floral', 'musky', 'amber', 'sweet', 'leather', 'woody', 'yellow floral', 'oud', 'warm spicy']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Oud-and-Zagara-93634.html
Oud Eau de Parfum Acqua di Parmafor women and men,for women and men,4.33,"1,019","['woody', 'citrus', 'oud', 'leather', 'aromatic', 'powdery', 'fresh spicy', 'animalic', 'musky', 'balsamic']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Oud-Eau-de-Parfum-55998.html
Quercia Eau de Parfum Acqua di Parmafor women and men,for women and men,4.01,453,"['aromatic', 'citrus', 'woody', 'warm spicy', 'mossy', 'fresh spicy', 'earthy', 'patchouli', 'vanilla', 'soft spicy']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Quercia-Eau-de-Parfum-56001.html
Sakura Eau de Parfum Acqua di Parmafor women and men,for women and men,3.95,385,"['floral', 'citrus', 'musky', 'fresh', 'white floral', 'fruity', 'powdery']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Sakura-Eau-de-Parfum-56007.html
Sandalo Eau de Parfum Acqua di Parmafor women and men,for women and men,3.92,440,"['citrus', 'aromatic', 'woody', 'warm spicy', 'lavender', 'amber', 'fresh spicy', 'powdery', 'vanilla', 'sweet']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Sandalo-Eau-de-Parfum-56002.html
Vaniglia Eau de Parfum Acqua di Parmafor women and men,for women and men,4.08,496,"['vanilla', 'powdery', 'citrus', 'white floral', 'musky', 'woody', 'floral', 'almond']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Vaniglia-Eau-de-Parfum-56003.html
Yuzu Eau de Parfum Acqua di Parmafor women and men,for women and men,3.79,461,"['citrus', 'floral', 'fresh spicy', 'green', 'ozonic', 'aquatic', 'powdery', 'yellow floral', 'sweet']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Yuzu-Eau-de-Parfum-56004.html
Zafferano Acqua di Parmafor women and men,for women and men,3.94,170,"['citrus', 'warm spicy', 'white floral', 'aromatic', 'woody', 'fresh spicy', 'vanilla', 'metallic', 'leather', 'rose']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Zafferano-73365.html
Zafferano Collector Edition Acqua di Parmafor women and men,for women and men,3.22,27,"['warm spicy', 'citrus', 'vanilla', 'aromatic', 'fresh spicy', 'rose', 'metallic', 'patchouli', 'leather', 'sweet']",[],https://www.fragrantica.com/perfume/Acqua-di-Parma/Zafferano-Collector-Edition-83303.html
Alive Agatha Parisfor women,for women,3.8,10,"['fruity', 'sweet', 'musky', 'fresh', 'powdery', 'aquatic', 'tropical']",[],https://www.fragrantica.com/perfume/Agatha-Paris/Alive-62436.html
Dream Agatha Parisfor women,for women,3.91,11,"['fruity', 'sweet', 'white floral']",[],https://www.fragrantica.com/perfume/Agatha-Paris/Dream-62435.html
Enjoy Agatha Parisfor women,for women,3.95,19,"['green', 'fruity', 'citrus', 'aromatic', 'sweet', 'sour']",[],https://www.fragrantica.com/perfume/Agatha-Paris/Enjoy-62437.html
Balade à Versailles Agatha Parisfor women,for women,4.67,6,"['rose', 'floral', 'citrus', 'white floral', 'fresh', 'aromatic', 'woody']",[],https://www.fragrantica.com/perfume/Agatha-Paris/Balade-a-Versailles-52584.html
Balade aux Champs-Elysées Agatha Parisfor women,for women,3.6,10,"['soft spicy', 'fruity', 'tuberose', 'white floral', 'sweet', 'woody', 'citrus', 'fresh', 'aromatic', 'sour']",[],https://www.fragrantica.com/perfume/Agatha-Paris/Balade-aux-Champs-Elysees-52583.html
Balade aux Tuileries Agatha Parisfor women,for women,4.1,21,"['sweet', 'fruity', 'citrus', 'patchouli', 'white floral', 'vanilla', 'lactonic', 'woody', 'rose', 'floral']",['Jérôme di Marino'],https://www.fragrantica.com/perfume/Agatha-Paris/Balade-aux-Tuileries-45712.html
L'Homme Azur Agatha Parisfor men,for men,2.33,3,"['fresh spicy', 'aromatic', 'citrus', 'fruity', 'sweet', 'green', 'fresh', 'tropical', 'herbal']",[],https://www.fragrantica.com/perfume/Agatha-Paris/L-Homme-Azur-62439.html
L'Homme Eau de Parfum Agatha Parisfor men,for men,3.71,7,"['aromatic', 'fresh spicy', 'citrus', 'woody', 'herbal', 'warm spicy']",[],https://www.fragrantica.com/perfume/Agatha-Paris/L-Homme-Eau-de-Parfum-51301.html
L'Homme Terres du Sud Agatha Parisfor men,for men,1,1,"['citrus', 'lavender', 'warm spicy', 'fresh spicy', 'aromatic', 'herbal', 'fresh', 'floral']",[],https://www.fragrantica.com/perfume/Agatha-Paris/L-Homme-Terres-du-Sud-62438.html
L'Amour A Paris Agatha Parisfor women,for women,3.88,32,"['musky', 'floral', 'rose', 'powdery', 'sweet', 'soft spicy', 'fruity']",['Philippe Bousseton'],https://www.fragrantica.com/perfume/Agatha-Paris/L-Amour-A-Paris-24742.html
Un Matin A Paris Agatha Parisfor women,for women,3.89,46,"['white floral', 'fruity', 'sweet', 'caramel', 'powdery', 'lactonic', 'vanilla', 'floral']",['Jean Jacques'],https://www.fragrantica.com/perfume/Agatha-Paris/Un-Matin-A-Paris-24741.html
Un Soir A Paris Agatha Parisfor women,for women,3.77,31,"['white floral', 'citrus', 'sweet', 'vanilla', 'fruity', 'patchouli', 'amber', 'powdery', 'woody', 'musky']",['Philippe Bousseton'],https://www.fragrantica.com/perfume/Agatha-Paris/Un-Soir-A-Paris-24740.html
Konvict Femme Akonfor women,for women,2.89,19,"['citrus', 'musky', 'powdery', 'aromatic', 'vanilla']",[],https://www.fragrantica.com/perfume/Akon/Konvict-Femme-9973.html
Konvict Homme Akonfor men,for men,2.4,5,"['woody', 'citrus', 'powdery', 'aromatic', 'warm spicy', 'fresh spicy']",[],https://www.fragrantica.com/perfume/Akon/Konvict-Homme-9974.html
AD Alain Delon Classic Alain Delonfor men,for men,4.38,95,"['aromatic', 'fresh spicy', 'woody', 'warm spicy', 'herbal', 'floral', 'amber', 'lavender', 'honey']",[],https://www.fragrantica.com/perfume/Alain-Delon/AD-Alain-Delon-Classic-5472.html
Ad Alain Delon Plus Alain Delonfor men,for men,4.38,45,"['aromatic', 'fresh spicy', 'woody', 'floral', 'warm spicy', 'lavender', 'amber', 'musky', 'rose', 'sweet']",[],https://www.fragrantica.com/perfume/Alain-Delon/Ad-Alain-Delon-Plus-5471.html
Alain Delon Pour Homme Alain Delonfor men,for men,3.63,19,"['aromatic', 'fresh spicy', 'woody', 'green', 'citrus', 'warm spicy', 'powdery', 'white floral', 'amber', 'musky']",['Mark Buxton'],https://www.fragrantica.com/perfume/Alain-Delon/Alain-Delon-Pour-Homme-5473.html
Iquita Alain Delonfor women,for women,3.82,17,"['fruity', 'sweet', 'citrus', 'powdery', 'earthy', 'woody', 'rose', 'amber', 'floral', 'mossy']",[],https://www.fragrantica.com/perfume/Alain-Delon/Iquita-11976.html
Iquitos Alain Delonfor men,for men,4.45,244,"['woody', 'musky', 'animalic', 'powdery', 'sweet', 'warm spicy', 'earthy', 'rose', 'fresh', 'white floral']",['Gerard Anthony'],https://www.fragrantica.com/perfume/Alain-Delon/Iquitos-5474.html
Le Temps D'Aimer Alain Delonfor women,for women,4.41,78,"['woody', 'white floral', 'amber', 'sweet', 'earthy', 'animalic', 'warm spicy', 'powdery', 'green', 'patchouli']",['Lucien Schenck'],https://www.fragrantica.com/perfume/Alain-Delon/Le-Temps-D-Aimer-5475.html
Lyra Alain Delonfor women,for women,4.24,153,"['woody', 'amber', 'vanilla', 'powdery', 'citrus', 'warm spicy', 'balsamic', 'sweet', 'iris', 'aromatic']","['Christine Nagel', 'Maurice Roucel']",https://www.fragrantica.com/perfume/Alain-Delon/Lyra-5476.html
Lyra 2 Alain Delonfor women,for women,4.06,18,"['fruity', 'sweet', 'white floral', 'yellow floral', 'rose', 'floral', 'woody']",[],https://www.fragrantica.com/perfume/Alain-Delon/Lyra-2-5477.html
Lyra 3 Alain Delonfor women,for women,3.92,12,"['fresh', 'powdery', 'fruity', 'white floral', 'citrus', 'woody', 'violet', 'rose', 'floral', 'vanilla']",[],https://www.fragrantica.com/perfume/Alain-Delon/Lyra-3-9617.html
Pharos Alain Delonfor men,for men,4.29,14,"['woody', 'aromatic', 'fresh spicy', 'green', 'fruity', 'aquatic', 'citrus', 'ozonic', 'warm spicy', 'powdery']",[],https://www.fragrantica.com/perfume/Alain-Delon/Pharos-19400.html
Samourai Alain Delonfor men,for men,4.02,178,"['woody', 'white floral', 'rose', 'citrus', 'aromatic', 'floral', 'soft spicy', 'powdery']",[],https://www.fragrantica.com/perfume/Alain-Delon/Samourai-5482.html
Samourai 47 Alain Delonfor men,for men,3.94,35,"['woody', 'aromatic', 'citrus', 'powdery', 'lavender', 'fruity', 'vanilla', 'fresh spicy', 'warm spicy', 'sweet']",[],https://www.fragrantica.com/perfume/Alain-Delon/Samourai-47-5481.html
Samourai Katana Alain Delonfor men,for men,4.48,29,"['woody', 'citrus', 'aromatic', 'rose', 'white floral', 'powdery', 'floral', 'soft spicy', 'earthy']",[],https://www.fragrantica.com/perfume/Alain-Delon/Samourai-Katana-16001.html
Samourai Pinkberry Alain Delonfor women,for women,3.57,14,"['floral', 'citrus', 'fruity', 'rose', 'fresh', 'woody', 'powdery', 'fresh spicy', 'sweet', 'yellow floral']",[],https://www.fragrantica.com/perfume/Alain-Delon/Samourai-Pinkberry-5478.html
Samourai Woman Alain Delonfor women,for women,3.82,92,"['floral', 'citrus', 'fresh spicy', 'sweet', 'warm spicy', 'aromatic', 'fruity', 'powdery', 'rose', 'yellow floral']",[],https://www.fragrantica.com/perfume/Alain-Delon/Samourai-Woman-5479.html
Samourai Woman Love Gold Alain Delonfor women,for women,4.33,9,"['fruity', 'sweet', 'tropical', 'woody', 'citrus', 'coconut', 'fresh', 'musky', 'green']",[],https://www.fragrantica.com/perfume/Alain-Delon/Samourai-Woman-Love-Gold-5480.html
Sensation d´Alain Delon Alain Delonfor women,for women,4.2,10,"['powdery', 'violet', 'woody', 'earthy', 'musky', 'rose', 'floral', 'iris', 'patchouli', 'citrus']",[],https://www.fragrantica.com/perfume/Alain-Delon/Sensation-d-Alain-Delon-17431.html
Shogun Alain Delonfor men,for men,3.72,36,"['aromatic', 'fresh spicy', 'lavender', 'woody', 'citrus', 'white floral', 'herbal', 'green', 'warm spicy', 'musky']",[],https://www.fragrantica.com/perfume/Alain-Delon/Shogun-19064.html
Femme I Alexandre Marcfor women,for women,3.8,5,"['fruity', 'musky', 'citrus', 'green', 'sweet', 'powdery']",['Alexandre Marc'],https://www.fragrantica.com/perfume/Alexandre-Marc/Femme-I-44062.html
Femme II Alexandre Marcfor women,for women,4.5,2,"['white floral', 'citrus', 'patchouli', 'musky', 'fruity', 'sweet', 'powdery', 'woody', 'warm spicy', 'animalic']",['Alexandre Marc'],https://www.fragrantica.com/perfume/Alexandre-Marc/Femme-II-44064.html
Femme III Alexandre Marcfor women,for women,N/A,N/A,"['rose', 'citrus', 'fruity', 'powdery', 'floral', 'fresh', 'musky', 'white floral', 'woody', 'aromatic']",['Alexandre Marc'],https://www.fragrantica.com/perfume/Alexandre-Marc/Femme-III-44066.html
Femme IV Alexandre Marcfor women,for women,5,2,"['citrus', 'aromatic', 'fresh spicy', 'musky', 'powdery']",['Alexandre Marc'],https://www.fragrantica.com/perfume/Alexandre-Marc/Femme-IV-44069.html
Homme I Alexandre Marcfor men,for men,3,1,"['woody', 'green', 'aromatic', 'citrus', 'marine', 'fruity', 'fresh', 'aquatic', 'salty']",['Alexandre Marc'],https://www.fragrantica.com/perfume/Alexandre-Marc/Homme-I-44070.html
Homme II Alexandre Marcfor men,for men,N/A,N/A,"['woody', 'fresh spicy', 'aromatic', 'powdery', 'amber', 'citrus', 'violet', 'floral', 'earthy']",['Alexandre Marc'],https://www.fragrantica.com/perfume/Alexandre-Marc/Homme-II-44071.html
Homme III Alexandre Marcfor men,for men,3.5,2,"['aromatic', 'woody', 'powdery', 'marine', 'citrus', 'violet', 'musky', 'warm spicy', 'fresh spicy', 'floral']",['Alexandre Marc'],https://www.fragrantica.com/perfume/Alexandre-Marc/Homme-III-44074.html
Homme IV Alexandre Marcfor men,for men,5,1,"['green', 'woody', 'aromatic', 'citrus', 'marine', 'musky', 'white floral', 'powdery', 'fresh spicy', 'salty']",['Alexandre Marc'],https://www.fragrantica.com/perfume/Alexandre-Marc/Homme-IV-44077.html
Cannelle Alicia Milorfor women and men,for women and men,3.9,10,[],[],https://www.fragrantica.com/perfume/Alicia-Milor/Cannelle-41861.html
Chocolat Alicia Milorfor women and men,for women and men,3.5,8,"['cacao', 'warm spicy']",[],https://www.fragrantica.com/perfume/Alicia-Milor/Chocolat-35466.html
Encens Alicia Milorfor women and men,for women and men,4.2,5,"['amber', 'smoky', 'balsamic', 'warm spicy']",[],https://www.fragrantica.com/perfume/Alicia-Milor/Encens-41862.html
Fraise Alicia Milorfor women and men,for women and men,N/A,N/A,"['fruity', 'sweet']",[],https://www.fragrantica.com/perfume/Alicia-Milor/Fraise-41867.html
Lotus Alicia Milorfor women and men,for women and men,3.5,6,"['floral', 'aquatic', 'ozonic']",[],https://www.fragrantica.com/perfume/Alicia-Milor/Lotus-41863.html
Mimosa Alicia Milorfor women and men,for women and men,4,4,"['yellow floral', 'powdery', 'floral', 'sweet']",[],https://www.fragrantica.com/perfume/Alicia-Milor/Mimosa-41866.html
Orange Alicia Milorfor women and men,for women and men,4,1,"['citrus', 'sweet']",[],https://www.fragrantica.com/perfume/Alicia-Milor/Orange-41864.html
Patchouli Alicia Milorfor women and men,for women and men,3.75,4,"['patchouli', 'woody', 'warm spicy', 'earthy', 'balsamic']",[],https://www.fragrantica.com/perfume/Alicia-Milor/Patchouli-41859.html
Rose Alicia Milorfor women and men,for women and men,2,1,"['rose', 'floral']",[],https://www.fragrantica.com/perfume/Alicia-Milor/Rose-41865.html
Vanille Alicia Milorfor women and men,for women and men,2,1,"['vanilla', 'powdery', 'sweet']",[],https://www.fragrantica.com/perfume/Alicia-Milor/Vanille-41860.html
Violette Alicia Milorfor women and men,for women and men,4,2,"['violet', 'powdery', 'floral']",[],https://www.fragrantica.com/perfume/Alicia-Milor/Violette-41868.html
Spectre 175 - 225 Pheromonic Pleasure Alûstrefor women and men,for women and men,3.5,6,"['woody', 'nutty', 'powdery']",['Bertrand Duchaufour'],https://www.fragrantica.com/perfume/Alustre/Spectre-175-225-Pheromonic-Pleasure-84084.html
Spectre 565 - 248 Ode To The Mandarin Alûstrefor women and men,for women and men,3.92,12,"['aromatic', 'woody', 'citrus', 'fresh spicy', 'green', 'amber', 'sweet', 'balsamic', 'powdery', 'warm spicy']",['Bertrand Duchaufour'],https://www.fragrantica.com/perfume/Alustre/Spectre-565-248-Ode-To-The-Mandarin-84085.html
Spectre 568 - 147 Fall Of Fluidic Fauna Alûstrefor women and men,for women and men,4.38,8,"['floral', 'ozonic', 'powdery', 'citrus', 'woody', 'fresh', 'violet', 'earthy', 'rose', 'aromatic']",['Bertrand Duchaufour'],https://www.fragrantica.com/perfume/Alustre/Spectre-568-147-Fall-Of-Fluidic-Fauna-84080.html
Spectre 571 - 179 Sunlit Moss In The Orient Alûstrefor women and men,for women and men,4.4,5,"['woody', 'warm spicy', 'leather', 'aromatic', 'amber', 'earthy', 'balsamic', 'mossy', 'patchouli', 'green']",['Bertrand Duchaufour'],https://www.fragrantica.com/perfume/Alustre/Spectre-571-179-Sunlit-Moss-In-The-Orient-84081.html
Spectre 575 - 149 Shadows Of Bergamot Alûstrefor women and men,for women and men,4.26,35,"['warm spicy', 'amber', 'aromatic', 'fresh spicy', 'cinnamon', 'citrus', 'powdery', 'vanilla', 'woody', 'lavender']",['Bertrand Duchaufour'],https://www.fragrantica.com/perfume/Alustre/Spectre-575-149-Shadows-Of-Bergamot-84082.html
Spectre 590 - 899 Wash Of Chilled Vetiver Alûstrefor women and men,for women and men,4.3,10,"['woody', 'aromatic', 'warm spicy', 'citrus', 'amber', 'green', 'leather', 'earthy', 'patchouli', 'fresh spicy']",['Bertrand Duchaufour'],https://www.fragrantica.com/perfume/Alustre/Spectre-590-899-Wash-Of-Chilled-Vetiver-84086.html
Spectre 596 - 154 Portait Of Darkned Spice Alûstrefor women and men,for women and men,4.12,8,"['aromatic', 'woody', 'earthy', 'fresh spicy', 'amber', 'nutty', 'animalic', 'sweet', 'warm spicy', 'clay']",['Bertrand Duchaufour'],https://www.fragrantica.com/perfume/Alustre/Spectre-596-154-Portait-Of-Darkned-Spice-84083.html
Spectre 925 - 069 Blossom Of Blanche Alûstrefor women and men,for women and men,4.5,6,"['floral', 'white floral', 'fruity', 'vanilla', 'rose', 'sweet', 'woody', 'fresh', 'powdery', 'tropical']",['Bertrand Duchaufour'],https://www.fragrantica.com/perfume/Alustre/Spectre-925-069-Blossom-Of-Blanche-84079.html
Black Alvaro Morenofor men,for men,4,4,"['citrus', 'fresh spicy', 'floral', 'vanilla', 'cinnamon', 'sweet', 'warm spicy']",[],https://www.fragrantica.com/perfume/Alvaro-Moreno/Black-91341.html
Blue Alvaro Morenofor men,for men,4,2,"['citrus', 'aromatic', 'white floral', 'green', 'fresh spicy', 'lavender', 'patchouli', 'woody']",[],https://www.fragrantica.com/perfume/Alvaro-Moreno/Blue-91344.html
Dulzura Alvaro Morenofor men,for men,N/A,N/A,"['sweet', 'amber', 'smoky', 'balsamic', 'warm spicy']",[],https://www.fragrantica.com/perfume/Alvaro-Moreno/Dulzura-91340.html
Green Alvaro Morenofor men,for men,4.5,2,"['citrus', 'fresh spicy', 'floral', 'vanilla', 'cinnamon', 'sweet', 'warm spicy']",[],https://www.fragrantica.com/perfume/Alvaro-Moreno/Green-91343.html
Libre Alvaro Morenofor men,for men,N/A,N/A,"['citrus', 'fresh']",[],https://www.fragrantica.com/perfume/Alvaro-Moreno/Libre-91345.html
Pureza Alvaro Morenofor men,for men,N/A,N/A,"['aromatic', 'rose', 'fresh spicy', 'warm spicy', 'cinnamon', 'lavender', 'woody', 'camphor', 'herbal', 'floral']",[],https://www.fragrantica.com/perfume/Alvaro-Moreno/Pureza-91339.html
Raíces Alvaro Morenofor men,for men,N/A,N/A,"['herbal', 'mossy', 'earthy', 'aromatic', 'fresh spicy', 'bitter', 'woody']",[],https://www.fragrantica.com/perfume/Alvaro-Moreno/Raices-91342.html
4H for Her Alyssa Ashleyfor women,for women,3.83,18,"['vanilla', 'powdery', 'amber', 'citrus', 'white floral', 'warm spicy', 'woody', 'green', 'iris', 'sweet']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/4H-for-Her-20450.html
4H for Him Alyssa Ashleyfor men,for men,2,2,"['woody', 'fresh spicy', 'citrus', 'powdery', 'musky', 'patchouli', 'earthy', 'vanilla', 'warm spicy', 'mossy']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/4H-for-Him-20451.html
4H for Him and Her Alyssa Ashleyfor women and men,for women and men,N/A,N/A,"['vanilla', 'woody', 'warm spicy', 'citrus', 'powdery', 'amber', 'aromatic', 'aquatic', 'sweet', 'balsamic']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/4H-for-Him-and-Her-20452.html
Alyssa Ashley Green Tea Essence Alyssa Ashleyfor women,for women,3.43,75,"['citrus', 'fresh spicy', 'floral', 'aromatic', 'powdery', 'iris', 'violet', 'lavender', 'white floral', 'fresh']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Alyssa-Ashley-Green-Tea-Essence-7976.html
Oud Pour Lui Alyssa Ashleyfor men,for men,3.95,131,"['amber', 'woody', 'warm spicy', 'fresh spicy', 'aromatic', 'oud']",['Luca Maffei'],https://www.fragrantica.com/perfume/Alyssa-Ashley/Oud-Pour-Lui-24519.html
Amber Musk Alyssa Ashleyfor women and men,for women and men,3.62,26,"['amber', 'vanilla', 'powdery', 'musky', 'animalic', 'sweet']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Amber-Musk-63700.html
Ambre Gris Alyssa Ashleyfor women,for women,3.93,177,"['amber', 'woody', 'rose', 'powdery', 'vanilla', 'soft spicy', 'musky', 'citrus', 'balsamic']",['Luca Maffei'],https://www.fragrantica.com/perfume/Alyssa-Ashley/Ambre-Gris-15691.html
Cashmeran Vanilla Alyssa Ashleyfor women and men,for women and men,4.44,9,"['powdery', 'musky', 'woody', 'caramel', 'vanilla', 'patchouli', 'sweet', 'amber', 'balsamic', 'earthy']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Cashmeran-Vanilla-83082.html
Coco Vanilla by Alyssa Ashley Alyssa Ashleyfor women,for women,3.64,188,"['vanilla', 'sweet', 'coconut', 'caramel', 'powdery', 'white floral', 'tropical', 'lactonic', 'sand']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Coco-Vanilla-by-Alyssa-Ashley-7977.html
En Fleur Alyssa Ashleyfor women,for women,4.45,11,['floral'],[],https://www.fragrantica.com/perfume/Alyssa-Ashley/En-Fleur-20455.html
Esoteric Alyssa Ashleyfor women,for women,4.12,74,"['white floral', 'musky', 'amber', 'anis', 'woody', 'soft spicy', 'citrus', 'sweet', 'animalic', 'powdery']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Esoteric-8135.html
Essence de Patchouli Alyssa Ashleyfor women,for women,3.96,270,"['woody', 'patchouli', 'musky', 'vanilla', 'powdery', 'warm spicy', 'balsamic', 'aromatic', 'amber', 'earthy']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Essence-de-Patchouli-10781.html
Fizzy Alyssa Ashleyfor women,for women,3.75,114,"['white floral', 'aromatic', 'vanilla', 'fresh spicy', 'citrus', 'yellow floral', 'powdery', 'sweet', 'musky', 'amber']",[],https://www.fragrantica.com/perfume/Alyssa-Ashley/Fizzy-5784.html
