Name,Gender,Rating Value,Rating Count,Main Accords,Perfumers,
Opus V – Woods Symphony Amouagefor women and men,for women and men,3.92,329,"['iris', 'woody', 'powdery', 'rose', 'oud', 'white floral', 'rum', 'floral', 'earthy', 'musky']",['Jacques Cavallier'],https://www.fragrantica.com/perfume/Amouage/Opus-V-Woods-Symphony-74283.html
Opus VII – Reckless Leather Amouagefor women and men,for women and men,3.39,239,"['amber', 'fresh spicy', 'woody', 'warm spicy', 'leather', 'aromatic', 'animalic', 'green', 'earthy', 'balsamic']","['Alberto Morillas', 'Pierre Negrin']",https://www.fragrantica.com/perfume/Amouage/Opus-VII-Reckless-Leather-74284.html
Opus XII – Rose Incense Amouagefor women and men,for women and men,4.18,370,"['amber', 'rose', 'woody', 'aromatic', 'balsamic', 'warm spicy', 'fresh spicy', 'floral', 'powdery']",['Bruno Jovanovic'],https://www.fragrantica.com/perfume/Amouage/Opus-XII-Rose-Incense-74282.html
Opus XIII – Silver Oud Amouagefor women and men,for women and men,3.76,469,"['woody', 'leather', 'smoky', 'oud', 'balsamic', 'earthy']",['Cécile Zarokian'],https://www.fragrantica.com/perfume/Amouage/Opus-XIII-Silver-Oud-74285.html
Opus XIV – Royal Tobacco Amouagefor women and men,for women and men,4.26,"1,358","['amber', 'sweet', 'balsamic', 'soft spicy', 'aromatic', 'warm spicy', 'fresh spicy', 'tobacco', 'vanilla', 'woody']",['Cécile Zarokian'],https://www.fragrantica.com/perfume/Amouage/Opus-XIV-Royal-Tobacco-75064.html
Opus XV – King Blue Amouagefor women and men,for women and men,3.6,409,"['woody', 'oud', 'amber', 'fruity', 'leather', 'citrus', 'fresh spicy', 'animalic', 'warm spicy', 'soft spicy']","['Alexis Grugeon', 'Hamid Merati-Kashani']",https://www.fragrantica.com/perfume/Amouage/Opus-XV-King-Blue-83394.html
Ashore Amouagefor women and men,for women and men,3.81,876,"['white floral', 'warm spicy', 'amber', 'woody', 'floral', 'animalic', 'aldehydic']",['Mackenzie Reilly'],https://www.fragrantica.com/perfume/Amouage/Ashore-62858.html
Crimson Rocks Amouagefor women and men,for women and men,3.82,"1,394","['woody', 'cinnamon', 'rose', 'honey', 'warm spicy', 'sweet', 'soft spicy', 'floral', 'aromatic', 'earthy']",['Domitille Michalon Bertier'],https://www.fragrantica.com/perfume/Amouage/Crimson-Rocks-62857.html
Enclave Amouagefor women and men,for women and men,4.12,"1,467","['amber', 'aromatic', 'warm spicy', 'green', 'woody', 'fresh spicy', 'balsamic', 'cinnamon', 'patchouli', 'leather']",['Julien Rasquinet'],https://www.fragrantica.com/perfume/Amouage/Enclave-62856.html
Meander Amouagefor women and men,for women and men,4.13,"1,249","['woody', 'powdery', 'earthy', 'iris', 'warm spicy', 'aromatic', 'amber', 'fresh spicy', 'musky']",['Mackenzie Reilly'],https://www.fragrantica.com/perfume/Amouage/Meander-62859.html
Boundless Amouagefor women and men,for women and men,4.17,"1,215","['warm spicy', 'amber', 'balsamic', 'aromatic', 'sweet', 'woody', 'tobacco', 'vanilla', 'citrus', 'smoky']",['Karine Vinchon Spehner'],https://www.fragrantica.com/perfume/Amouage/Boundless-66528.html
Material Amouagefor women and men,for women and men,3.89,"1,165","['amber', 'vanilla', 'balsamic', 'woody', 'warm spicy', 'aromatic', 'smoky', 'patchouli', 'sweet']",['Cécile Zarokian'],https://www.fragrantica.com/perfume/Amouage/Material-66527.html
Guidance Amouagefor women and men,for women and men,3.89,"2,877","['woody', 'amber', 'fruity', 'warm spicy', 'sweet', 'nutty', 'powdery', 'vanilla', 'floral', 'balsamic']",['Quentin Bisch'],https://www.fragrantica.com/perfume/Amouage/Guidance-78656.html
Lineage Amouagefor women and men,for women and men,3.64,675,"['amber', 'warm spicy', 'fresh spicy', 'woody', 'balsamic', 'aromatic', 'citrus']",['Karine Vinchon Spehner'],https://www.fragrantica.com/perfume/Amouage/Lineage-78654.html
Purpose Amouagefor women and men,for women and men,3.75,623,"['woody', 'warm spicy', 'fresh spicy', 'aromatic', 'amber', 'oud', 'leather', 'earthy', 'citrus']",['Quentin Bisch'],https://www.fragrantica.com/perfume/Amouage/Purpose-78657.html
Search Amouagefor women and men,for women and men,3.81,692,"['citrus', 'aromatic', 'woody', 'fresh spicy', 'amber', 'conifer', 'balsamic']",['Alexis Grugeon'],https://www.fragrantica.com/perfume/Amouage/Search-78655.html
Blossom Love Amouagefor women,for women,3.65,"2,654","['vanilla', 'floral', 'almond', 'fruity', 'powdery', 'amber', 'sweet', 'fresh', 'yellow floral', 'rose']","['Elise Benat', 'Nathalie Lorson']",https://www.fragrantica.com/perfume/Amouage/Blossom-Love-43476.html
Lilac Love Amouagefor women,for women,3.96,"3,167","['vanilla', 'floral', 'powdery', 'cacao', 'warm spicy', 'white floral', 'sweet', 'fresh', 'woody', 'almond']","['Elise Benat', 'Nathalie Lorson']",https://www.fragrantica.com/perfume/Amouage/Lilac-Love-35624.html
Love Delight Amouagefor women,for women,3.86,431,"['warm spicy', 'vanilla', 'powdery', 'citrus', 'white floral', 'cacao', 'floral', 'rum', 'cinnamon', 'almond']",['Pascal Gaurin'],https://www.fragrantica.com/perfume/Amouage/Love-Delight-89959.html
Love Tuberose Amouagefor women,for women,4.17,"2,384","['white floral', 'vanilla', 'tuberose', 'sweet', 'lactonic', 'animalic']",['Nathalie Lorson'],https://www.fragrantica.com/perfume/Amouage/Love-Tuberose-50889.html
Afrah Amouagefor women and men,for women and men,4.54,70,"['rose', 'floral', 'oud', 'powdery', 'fresh spicy', 'amber', 'woody']",[],https://www.fragrantica.com/perfume/Amouage/Afrah-13480.html
Ajwad Amouagefor women and men,for women and men,4.53,38,"['rose', 'oud', 'powdery', 'amber', 'woody', 'animalic']",[],https://www.fragrantica.com/perfume/Amouage/Ajwad-20490.html
Al Andalus Amouagefor women,for women,4.24,74,"['aromatic', 'citrus', 'fresh spicy', 'white floral', 'woody', 'soft spicy', 'mossy']",[],https://www.fragrantica.com/perfume/Amouage/Al-Andalus-13481.html
Al Mas Amouagefor women and men,for women and men,4.39,67,"['warm spicy', 'aromatic', 'woody', 'fresh spicy', 'oud', 'amber', 'rose', 'metallic', 'leather', 'powdery']",[],https://www.fragrantica.com/perfume/Amouage/Al-Mas-20488.html
Al Shomoukh Amouagefor women,for women,4.54,84,"['rose', 'oud', 'floral', 'aromatic', 'woody', 'earthy']",[],https://www.fragrantica.com/perfume/Amouage/Al-Shomoukh-13482.html
Amanie Amouagefor women,for women,4,14,"['aromatic', 'green', 'warm spicy', 'woody', 'powdery', 'musky', 'tuberose', 'floral', 'leather', 'amber']",[],https://www.fragrantica.com/perfume/Amouage/Amanie-53245.html
Amber Amouagefor women and men,for women and men,4.28,29,"['amber', 'animalic', 'woody', 'powdery', 'balsamic', 'musky']",[],https://www.fragrantica.com/perfume/Amouage/Amber-20489.html
Arcus Amouagefor men,for men,3.76,49,"['fresh spicy', 'citrus', 'aromatic', 'woody', 'green', 'fresh', 'floral', 'lavender', 'herbal', 'fruity']",[],https://www.fragrantica.com/perfume/Amouage/Arcus-5760.html
Asana Amouagefor women and men,for women and men,4,3,"['floral', 'woody', 'amber', 'aromatic', 'white floral', 'fresh spicy', 'powdery', 'warm spicy', 'citrus', 'violet']",[],https://www.fragrantica.com/perfume/Amouage/Asana-32883.html
Asrar Amouagefor women and men,for women and men,4.41,114,"['warm spicy', 'woody', 'oud', 'amber', 'powdery', 'metallic', 'leather']",[],https://www.fragrantica.com/perfume/Amouage/Asrar-13483.html
Attar Al Jawhar Amouagefor women and men,for women and men,5,2,"['musky', 'white floral', 'powdery', 'oud', 'woody', 'warm spicy']",[],https://www.fragrantica.com/perfume/Amouage/Attar-Al-Jawhar-69087.html
Attar Bashair Amouagefor women and men,for women and men,4,2,"['musky', 'amber', 'powdery', 'oud', 'rose', 'warm spicy']",[],https://www.fragrantica.com/perfume/Amouage/Attar-Bashair-69088.html
Ayoon Al Maha Amouagefor women,for women,4.46,79,"['rose', 'oud', 'woody', 'powdery', 'warm spicy', 'floral']",[],https://www.fragrantica.com/perfume/Amouage/Ayoon-Al-Maha-13484.html
Badr Al Badour Amouagefor women and men,for women and men,4.47,86,"['oud', 'rose', 'amber', 'woody', 'powdery', 'floral', 'warm spicy']",[],https://www.fragrantica.com/perfume/Amouage/Badr-Al-Badour-13485.html
Bahjah Amouagefor women and men,for women and men,4.22,50,"['citrus', 'woody', 'mossy', 'amber', 'smoky', 'earthy', 'conifer', 'balsamic', 'warm spicy']",[],https://www.fragrantica.com/perfume/Amouage/Bahjah-13486.html
Basmah Amouagefor women and men,for women and men,4.41,27,"['amber', 'musky', 'woody', 'oud', 'powdery', 'rose']",[],https://www.fragrantica.com/perfume/Amouage/Basmah-13488.html
Beach Hut Woman Amouagefor women,for women,3.66,"1,117","['woody', 'mineral', 'marine', 'patchouli', 'citrus']",[],https://www.fragrantica.com/perfume/Amouage/Beach-Hut-Woman-46937.html
Beloved Man Amouagefor men,for men,4.12,"1,019","['aromatic', 'woody', 'warm spicy', 'fresh spicy', 'citrus', 'leather', 'balsamic', 'powdery', 'earthy', 'conifer']","['Alexandra Carlin', 'Emilie Bevierre-Coppermann']",https://www.fragrantica.com/perfume/Amouage/Beloved-Man-17726.html
Beloved Woman Amouagefor women,for women,3.93,"1,604","['warm spicy', 'amber', 'herbal', 'woody', 'musky', 'animalic', 'leather', 'aromatic', 'powdery', 'sweet']",['Bernard Ellena'],https://www.fragrantica.com/perfume/Amouage/Beloved-Woman-15184.html
Bracken Man Amouagefor men,for men,4.15,"1,344","['warm spicy', 'woody', 'fresh spicy', 'aromatic', 'patchouli', 'lavender', 'citrus', 'powdery']",['Olivier Cresp'],https://www.fragrantica.com/perfume/Amouage/Bracken-Man-40206.html
Bracken Woman Amouagefor women,for women,3.78,"1,740","['aromatic', 'woody', 'leather', 'fresh spicy', 'herbal', 'earthy', 'fruity', 'smoky', 'green', 'yellow floral']","['Dorothée Piot', 'Karine Vinchon Spehner']",https://www.fragrantica.com/perfume/Amouage/Bracken-Woman-41454.html
Ciel Pour Femme Amouagefor women,for women,3.93,"2,586","['floral', 'white floral', 'aquatic', 'fresh', 'powdery', 'musky', 'woody', 'ozonic']",['Lucas Sieuzac'],https://www.fragrantica.com/perfume/Amouage/Ciel-Pour-Femme-5466.html
Ciel Pour Homme Amouagefor men,for men,4.01,585,"['woody', 'fresh spicy', 'lavender', 'aromatic', 'warm spicy', 'white floral', 'powdery', 'floral', 'citrus', 'fruity']",[],https://www.fragrantica.com/perfume/Amouage/Ciel-Pour-Homme-5467.html
Eau d'Amouage Amouagefor women,for women,3.87,156,"['tropical', 'woody', 'floral', 'sweet', 'fruity', 'powdery', 'musky', 'fresh', 'yellow floral', 'aromatic']",[],https://www.fragrantica.com/perfume/Amouage/Eau-d-Amouage-5759.html
Esprit d'Amouage Amouagefor women,for women,4.04,96,"['fruity', 'amber', 'floral', 'warm spicy', 'fresh spicy', 'aromatic', 'sweet', 'powdery', 'woody', 'camphor']",[],https://www.fragrantica.com/perfume/Amouage/Esprit-d-Amouage-5761.html
Fate Man Amouagefor men,for men,3.89,"1,271","['amber', 'warm spicy', 'fresh spicy', 'balsamic', 'sweet', 'woody', 'herbal', 'smoky', 'soft spicy', 'aromatic']",['Karine Vinchon Spehner'],https://www.fragrantica.com/perfume/Amouage/Fate-Man-18543.html
Fate Woman Amouagefor women,for women,4.03,"2,234","['warm spicy', 'amber', 'smoky', 'balsamic', 'leather', 'cinnamon', 'woody', 'vanilla', 'fresh spicy']",['Dorothée Piot'],https://www.fragrantica.com/perfume/Amouage/Fate-Woman-18542.html
Figment Man Amouagefor men,for men,3.61,"1,207","['earthy', 'woody', 'animalic', 'aromatic', 'musky', 'fresh spicy', 'citrus', 'amber']",['Annick Menardo'],https://www.fragrantica.com/perfume/Amouage/Figment-Man-45292.html
Figment Woman Amouagefor women,for women,3.63,"1,385","['white floral', 'woody', 'warm spicy', 'tuberose', 'animalic', 'fresh spicy']","['Dorothée Piot', 'Karine Vinchon Spehner']",https://www.fragrantica.com/perfume/Amouage/Figment-Woman-45291.html
Homage Amouagefor women and men,for women and men,4.55,284,"['rose', 'citrus', 'amber', 'oud', 'powdery', 'woody', 'smoky', 'warm spicy', 'balsamic', 'white floral']",[],https://www.fragrantica.com/perfume/Amouage/Homage-3621.html
Jasmine Amouagefor women and men,for women and men,4.34,29,['white floral'],[],https://www.fragrantica.com/perfume/Amouage/Jasmine-41045.html
Love Mimosa Amouagefor women,for women,3.63,"1,324","['yellow floral', 'aquatic', 'powdery', 'sweet', 'floral', 'fruity', 'fresh', 'ozonic', 'amber', 'green']",['Elise Benat'],https://www.fragrantica.com/perfume/Amouage/Love-Mimosa-56023.html
Majan Amouagefor women and men,for women and men,4.44,41,"['woody', 'rose', 'powdery', 'musky', 'vanilla', 'amber', 'aromatic', 'earthy', 'warm spicy', 'floral']",[],https://www.fragrantica.com/perfume/Amouage/Majan-13474.html
Mawaddah Amouagefor women and men,for women and men,4.27,48,"['lavender', 'rose', 'woody', 'vanilla', 'aromatic', 'warm spicy', 'floral', 'fresh spicy', 'oud', 'amber']",[],https://www.fragrantica.com/perfume/Amouage/Mawaddah-26409.html
Molook Amouagefor men,for men,4.55,76,"['rose', 'oud', 'amber', 'powdery', 'woody', 'warm spicy']",[],https://www.fragrantica.com/perfume/Amouage/Molook-13475.html
Musk Abyadh Amouagefor women and men,for women and men,4.31,67,"['powdery', 'musky', 'vanilla', 'woody', 'warm spicy', 'sweet', 'balsamic']",[],https://www.fragrantica.com/perfume/Amouage/Musk-Abyadh-13476.html
Ohood Amouagefor women and men,for women and men,4.55,55,"['rose', 'powdery']",[],https://www.fragrantica.com/perfume/Amouage/Ohood-13477.html
Rose Amouagefor women and men,for women and men,4.06,34,"['rose', 'floral']",[],https://www.fragrantica.com/perfume/Amouage/Rose-20491.html
Ruh Al Ward Amouagefor women,for women,4.54,41,"['citrus', 'rose', 'fresh']",[],https://www.fragrantica.com/perfume/Amouage/Ruh-Al-Ward-42663.html
Salamah Amouagefor women and men,for women and men,4.54,69,"['rose', 'fresh spicy', 'oud', 'green', 'amber', 'powdery', 'citrus', 'herbal']",[],https://www.fragrantica.com/perfume/Amouage/Salamah-26408.html
Sandal Amouagefor women and men,for women and men,4.31,39,"['woody', 'powdery', 'warm spicy']",[],https://www.fragrantica.com/perfume/Amouage/Sandal-13479.html
Shams Al Doha Amouagefor women and men,for women and men,4.56,64,"['rose', 'oud', 'powdery', 'warm spicy']",[],https://www.fragrantica.com/perfume/Amouage/Shams-Al-Doha-13470.html
Silver Cristal Amouagefor women,for women,4.69,36,"['woody', 'powdery', 'white floral', 'earthy', 'mossy', 'floral', 'fresh', 'warm spicy', 'amber', 'fruity']",[],https://www.fragrantica.com/perfume/Amouage/Silver-Cristal-43050.html
Silver Man Amouagefor men,for men,4,689,"['white floral', 'sweet', 'citrus', 'powdery', 'woody', 'floral', 'fruity', 'musky', 'amber', 'yellow floral']",[],https://www.fragrantica.com/perfume/Amouage/Silver-Man-1111.html
Sunshine Man Amouagefor men,for men,3.99,"1,935","['aromatic', 'vanilla', 'sweet', 'lavender', 'woody', 'herbal', 'warm spicy', 'fresh spicy', 'citrus', 'amber']","['Fabrice Pellegrin', 'Pierre Negrin']",https://www.fragrantica.com/perfume/Amouage/Sunshine-Man-31619.html
Tahani Amouagefor women and men,for women and men,4.58,59,"['rose', 'oud']",[],https://www.fragrantica.com/perfume/Amouage/Tahani-20493.html
Taifi Rose Amouagefor women and men,for women and men,4.58,45,"['rose', 'honey', 'oud', 'amber', 'powdery', 'floral', 'sweet']",[],https://www.fragrantica.com/perfume/Amouage/Taifi-Rose-20492.html
Tayyiba Amouagefor women and men,for women and men,4.43,122,"['white floral', 'floral', 'woody', 'yellow floral', 'sweet', 'fresh', 'rose', 'powdery', 'musky', 'citrus']",[],https://www.fragrantica.com/perfume/Amouage/Tayyiba-13471.html
The Library Collection Opus I Amouagefor women and men,for women and men,3.94,738,"['woody', 'warm spicy', 'white floral', 'aromatic', 'sweet', 'yellow floral', 'tuberose', 'amber', 'citrus', 'fruity']",['Daniel Maurel'],https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Opus-I-9917.html
The Library Collection Opus II Amouagefor women and men,for women and men,3.85,555,"['warm spicy', 'aromatic', 'fresh spicy', 'lavender', 'amber', 'woody', 'smoky', 'soft spicy', 'balsamic', 'patchouli']",['Michèle Saramito'],https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Opus-II-9920.html
The Library Collection Opus III Amouagefor women and men,for women and men,4.04,961,"['powdery', 'woody', 'yellow floral', 'violet', 'floral', 'warm spicy', 'sweet', 'vanilla', 'amber', 'fresh spicy']",['Karine Vinchon Spehner'],https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Opus-III-9921.html
The Library Collection Opus IV Amouagefor women and men,for women and men,4.02,868,"['aromatic', 'amber', 'warm spicy', 'citrus', 'fresh spicy', 'balsamic', 'smoky', 'rose']",['Jacques Flori'],https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Opus-IV-10756.html
The Library Collection Opus IX Amouagefor women and men,for women and men,3.96,685,"['animalic', 'white floral', 'amber', 'musky', 'woody', 'powdery', 'floral', 'leather', 'beeswax', 'fresh spicy']","['Nathalie Lorson', 'Pierre Negrin']",https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Opus-IX-30945.html
The Library Collection Opus V Amouagefor women and men,for women and men,4.08,"1,306","['iris', 'powdery', 'woody', 'oud', 'earthy', 'rum', 'rose', 'violet', 'musky', 'floral']",['Jacques Cavallier'],https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Opus-V-11973.html
The Library Collection Opus VI Amouagefor women and men,for women and men,4.25,"1,311","['amber', 'fresh spicy', 'woody', 'aromatic', 'smoky', 'balsamic', 'warm spicy']",[],https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Opus-VI-14661.html
The Library Collection Opus VII Amouagefor women and men,for women and men,4.15,933,"['fresh spicy', 'woody', 'warm spicy', 'amber', 'earthy', 'aromatic', 'leather', 'green', 'animalic', 'oud']","['Alberto Morillas', 'Pierre Negrin']",https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Opus-VII-18159.html
The Library Collection Opus VIII Amouagefor women and men,for women and men,3.91,669,"['white floral', 'amber', 'woody', 'warm spicy', 'aromatic', 'fresh spicy', 'yellow floral', 'sweet', 'citrus']","['Pierre Negrin', 'Richard Herpin']",https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Opus-VIII-24138.html
The Library Collection Opus X Amouagefor women and men,for women and men,3.83,579,"['rose', 'metallic', 'fresh spicy', 'aromatic', 'woody', 'mineral', 'warm spicy', 'oud', 'amber', 'balsamic']",[],https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Opus-X-35679.html
The Library Collection Opus XI Amouagefor women and men,for women and men,4.16,311,"['oud', 'amber', 'fresh spicy', 'herbal', 'aromatic', 'woody', 'balsamic']",[],https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Opus-XI-52714.html
The Library Collection Rose Incense Amouagefor women and men,for women and men,4.18,352,"['amber', 'rose', 'aromatic', 'woody', 'balsamic', 'warm spicy', 'fresh spicy', 'powdery', 'floral', 'vanilla']",['Bruno Jovanovic'],https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Rose-Incense-55759.html
The Library Collection Silver Oud Amouagefor women and men,for women and men,4.44,108,"['woody', 'leather', 'smoky', 'oud', 'vanilla', 'earthy', 'amber']",['Cécile Zarokian'],https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Silver-Oud-69051.html
Tribute Amouagefor women and men,for women and men,4.55,313,"['rose', 'amber', 'tobacco', 'warm spicy', 'smoky', 'leather', 'woody', 'balsamic']",['Gras'],https://www.fragrantica.com/perfume/Amouage/Tribute-7490.html
Ubar Amouagefor women,for women,4.1,"2,383","['white floral', 'amber', 'woody', 'balsamic', 'citrus', 'sweet', 'animalic', 'yellow floral', 'warm spicy', 'floral']",['Creations Aromatiques'],https://www.fragrantica.com/perfume/Amouage/Ubar-6153.html
Ancestry Amwayfor women,for women,3.95,213,"['citrus', 'white floral', 'fruity', 'woody', 'powdery', 'vanilla', 'sweet', 'floral', 'musky', 'aromatic']",[],https://www.fragrantica.com/perfume/Amway/Ancestry-8911.html
Ancestry Amwayfor men,for men,3.94,33,"['aromatic', 'amber', 'white floral', 'herbal', 'soft spicy', 'fresh spicy', 'lavender', 'musky', 'powdery']",[],https://www.fragrantica.com/perfume/Amway/Ancestry-8916.html
Ancestry in Paris Amwayfor women,for women,3.54,50,"['white floral', 'green', 'musky', 'tuberose', 'marine', 'powdery', 'fruity', 'animalic', 'aromatic', 'sweet']",[],https://www.fragrantica.com/perfume/Amway/Ancestry-in-Paris-32809.html
Anticipate Amwayfor women,for women,3.85,168,"['white floral', 'powdery', 'fresh', 'floral', 'soft spicy', 'green', 'rose', 'violet', 'musky', 'citrus']",[],https://www.fragrantica.com/perfume/Amway/Anticipate-8910.html
Anticipate Amwayfor men,for men,3.97,62,"['aromatic', 'vanilla', 'woody', 'fresh spicy', 'citrus', 'warm spicy', 'patchouli', 'earthy', 'fresh', 'balsamic']",[],https://www.fragrantica.com/perfume/Amway/Anticipate-8918.html
Anticipate Intense Amwayfor women,for women,3.93,240,"['fruity', 'vanilla', 'floral', 'sweet', 'powdery', 'woody', 'amber', 'white floral', 'balsamic', 'warm spicy']",[],https://www.fragrantica.com/perfume/Amway/Anticipate-Intense-12271.html
Corinte Amwayfor women,for women,4.5,2,"['floral', 'powdery', 'vanilla']",[],https://www.fragrantica.com/perfume/Amway/Corinte-39551.html
Nelsha Amwayfor women,for women,4,3,"['floral', 'warm spicy']",[],https://www.fragrantica.com/perfume/Amway/Nelsha-39548.html
Opportune Amwayfor men,for men,3.79,34,"['aromatic', 'fresh spicy', 'woody', 'citrus', 'herbal', 'lavender', 'earthy', 'green', 'ozonic']",[],https://www.fragrantica.com/perfume/Amway/Opportune-8919.html
Opportune No1 Amwayfor men,for men,3.42,36,"['aromatic', 'marine', 'woody', 'citrus', 'warm spicy', 'salty', 'aquatic', 'fruity', 'sweet']",[],https://www.fragrantica.com/perfume/Amway/Opportune-No1-17366.html
Opportune Sport Amwayfor men,for men,3.89,76,"['citrus', 'woody', 'fresh spicy', 'fresh', 'amber', 'floral', 'powdery']",[],https://www.fragrantica.com/perfume/Amway/Opportune-Sport-8920.html
Quixotic Amwayfor women,for women,3.27,79,"['citrus', 'aromatic', 'fresh spicy', 'aldehydic', 'fresh', 'green', 'white floral', 'woody']",[],https://www.fragrantica.com/perfume/Amway/Quixotic-8914.html
Quixotic Amwayfor men,for men,3.96,27,"['aromatic', 'green', 'fresh spicy', 'woody', 'citrus']",[],https://www.fragrantica.com/perfume/Amway/Quixotic-8915.html
Reasons Amwayfor men,for men,N/A,N/A,"['floral', 'citrus', 'animalic', 'fresh spicy']",[],https://www.fragrantica.com/perfume/Amway/Reasons-39549.html
Shariel Amwayfor women,for women,N/A,N/A,['floral'],[],https://www.fragrantica.com/perfume/Amway/Shariel-39550.html
Sun Dapples Amwayfor women,for women,3.5,124,"['fruity', 'aquatic', 'fresh', 'ozonic', 'sweet', 'white floral', 'green', 'rose', 'citrus', 'floral']",[],https://www.fragrantica.com/perfume/Amway/Sun-Dapples-8909.html
Tolsom Amwayfor men,for men,3.85,73,"['woody', 'warm spicy', 'amber', 'fresh spicy', 'musky', 'citrus', 'powdery', 'fresh', 'animalic']",[],https://www.fragrantica.com/perfume/Amway/Tolsom-17367.html
Wistful Amwayfor women,for women,3.75,142,"['fruity', 'sweet', 'musky', 'rose', 'citrus', 'soft spicy']",[],https://www.fragrantica.com/perfume/Amway/Wistful-8913.html
Wistful Aroma Body Mist Amwayfor women,for women,3.99,214,"['floral', 'citrus', 'white floral', 'fresh', 'aquatic', 'ozonic', 'sweet']",[],https://www.fragrantica.com/perfume/Amway/Wistful-Aroma-Body-Mist-17365.html
Le Petit AB AB 1882for women and men,for women and men,N/A,N/A,"['fruity', 'sweet', 'rose', 'vanilla', 'violet', 'powdery', 'floral']",['Sarah Baron-Abrioux'],https://www.fragrantica.com/perfume/AB-1882/Le-Petit-AB-80538.html
Mon Petit Joli Rien AB 1882for women and men,for women and men,N/A,N/A,"['rose', 'violet', 'powdery', 'floral']",['Sarah Baron-Abrioux'],https://www.fragrantica.com/perfume/AB-1882/Mon-Petit-Joli-Rien-80537.html
Narciris AB 1882for women and men,for women and men,N/A,N/A,"['warm spicy', 'amber', 'woody', 'aromatic', 'balsamic', 'sweet', 'powdery', 'earthy', 'metallic', 'white floral']",['Sarah Baron-Abrioux'],https://www.fragrantica.com/perfume/AB-1882/Narciris-78203.html
Adwaa Al Sharq Afnanfor women and men,for women and men,4.3,127,"['amber', 'warm spicy', 'animalic']",[],https://www.fragrantica.com/perfume/Afnan/Adwaa-Al-Sharq-66850.html
Al Fakher Afnanfor women,for women,4,12,"['tropical', 'fruity', 'sweet', 'floral', 'musky', 'powdery', 'woody', 'fresh']",[],https://www.fragrantica.com/perfume/Afnan/Al-Fakher-42668.html
Al Maqaam Afnanfor women,for women,1.33,3,"['white floral', 'amber', 'warm spicy', 'woody', 'sweet', 'powdery', 'vanilla', 'fruity', 'floral', 'musky']",[],https://www.fragrantica.com/perfume/Afnan/Al-Maqaam-59134.html
Hamsa Afnanfor women and men,for women and men,3.93,14,"['amber', 'vanilla', 'fresh spicy', 'powdery', 'fruity', 'musky', 'tropical', 'fresh', 'citrus', 'white floral']",[],https://www.fragrantica.com/perfume/Afnan/Hamsa-36627.html
Inara Black Afnanfor women and men,for women and men,3.63,19,"['leather', 'woody', 'animalic', 'green', 'smoky', 'warm spicy']",[],https://www.fragrantica.com/perfume/Afnan/Inara-Black-78546.html
Inara White Afnanfor women and men,for women and men,4.33,63,"['vanilla', 'woody', 'amber', 'fruity', 'sweet', 'powdery', 'white floral']",[],https://www.fragrantica.com/perfume/Afnan/Inara-White-78545.html
Kaan Ya Makaan Afnanfor women and men,for women and men,3.97,29,"['woody', 'white floral', 'powdery', 'musky']",[],https://www.fragrantica.com/perfume/Afnan/Kaan-Ya-Makaan-39293.html
Modest Deux Afnanfor women,for women,4.27,433,"['sweet', 'fruity', 'warm spicy', 'vanilla', 'cherry', 'patchouli', 'chocolate', 'woody', 'powdery']",[],https://www.fragrantica.com/perfume/Afnan/Modest-Deux-59135.html
Modest Pour Homme Une Afnanfor men,for men,4.25,370,"['fresh spicy', 'citrus', 'aromatic', 'lavender', 'woody', 'fresh', 'amber', 'musky', 'warm spicy', 'green']",[],https://www.fragrantica.com/perfume/Afnan/Modest-Pour-Homme-Une-69256.html
Nadhra Afnanfor women and men,for women and men,4.11,9,"['citrus', 'floral', 'woody', 'tuberose', 'rose', 'white floral']",[],https://www.fragrantica.com/perfume/Afnan/Nadhra-39295.html
Ornament Pour Femme Afnanfor women,for women,3.88,130,"['amber', 'vanilla', 'sweet', 'fruity', 'powdery', 'white floral', 'floral', 'coconut', 'animalic', 'musky']",[],https://www.fragrantica.com/perfume/Afnan/Ornament-Pour-Femme-71177.html
Ornament Pour Homme Afnanfor men,for men,4.36,66,"['warm spicy', 'woody', 'fruity', 'fresh spicy', 'fresh', 'aromatic', 'amber', 'green', 'patchouli', 'powdery']",[],https://www.fragrantica.com/perfume/Afnan/Ornament-Pour-Homme-71176.html
Ornament Purple Allure Afnanfor women,for women,3.9,52,"['sweet', 'fruity', 'musky', 'citrus']",[],https://www.fragrantica.com/perfume/Afnan/Ornament-Purple-Allure-71178.html
